"","y","X0","X1","X2","X3","X5","X6","X8","X12","X13","X14","X19","X20","X22","X27","X31","X35","X37","X43","X45","X46","X49","X50","X51","X58","X64","X68","X70","X71","X80","X81","X84","X85","X96","X98","X100","X101","X103","X114","X115","X116","X118","X119","X127","X129","X132","X133","X137","X139","X142","X144","X150","X151","X154","X155","X156","X157","X158","X161","X163","X164","X168","X171","X177","X178","X180","X181","X182","X186","X187","X189","X191","X194","X201","X202","X208","X209","X215","X218","X219","X220","X223","X224","X225","X234","X238","X241","X244","X246","X247","X250","X251","X256","X261","X265","X273","X275","X283","X285","X286","X294","X300","X301","X304","X311","X313","X314","X316","X321","X324","X327","X329","X331","X334","X336","X337","X343","X348","X350","X351","X352","X354","X355","X356","X358","X360","X362","X363","X367","X368","X374","X375","X376","X377"
"639",101.11,"aj","s","as","g","c","k","v","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"640",90.05,"n","l","ae","f","c","j","w","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"641",108.41,"x","b","as","a","c","j","j","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"642",87.1,"n","l","as","f","c","i","o","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0"
"643",101.47,"o","s","m","a","c","h","b","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"644",107.51,"w","v","t","d","c","h","c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"645",97.03,"t","aa","as","d","c","d","s","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"646",88.26,"z","aa","as","d","c","g","o","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"647",112.61,"ak","l","as","f","c","g","i","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","0","1","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"648",124.37,"al","b","ak","c","c","d","n","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"649",131.56,"ay","i","as","c","c","l","k","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1"
"650",95.49,"f","s","m","c","c","i","u","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1"
"651",95.75,"n","l","ae","f","c","g","s","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"652",106.72,"j","b","a","c","c","j","i","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0"
"653",117.85,"o","s","m","c","c","g","v","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1"
"654",113.64,"o","s","m","c","c","h","b","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"655",103.88,"ay","b","b","c","c","j","r","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"656",94.29,"f","s","as","g","c","i","q","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"657",107.94,"x","aa","as","d","c","d","s","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"658",113.68,"x","b","m","c","c","d","n","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","0","1","1","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"659",88.78,"t","aa","m","c","c","i","o","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"660",129.19,"ak","s","ak","c","c","i","e","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0"
"661",91.3,"y","aa","as","d","c","i","c","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"662",90.52,"s","b","an","c","c","j","y","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","0","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1"
"663",93.62,"y","aa","as","d","c","d","c","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"664",105.87,"ak","e","ap","a","c","j","j","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1"
"665",90.95,"t","b","m","c","c","a","e","0","0","0","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
"666",112.5,"ak","l","r","f","c","d","b","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0"
"667",89.89,"al","r","f","f","c","h","o","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0"
"668",97.33,"t","b","ae","a","c","a","q","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"669",130.97,"ak","s","as","c","c","h","a","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"670",74.53,"az","y","e","c","c","j","m","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
"671",113.62,"ak","s","as","c","c","j","i","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0"
"672",94.95,"al","o","ai","f","c","g","p","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"673",108.21,"ak","u","as","c","c","i","h","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","1","0","0","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1"
"674",90.39,"ba","b","ai","a","c","l","i","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1"
"675",118.17,"j","aa","ao","d","c","g","i","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"676",90.38,"y","aa","ai","c","c","g","f","0","0","0","1","0","0","1","1","1","1","0","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0"
"677",122.4,"ax","l","as","f","c","h","i","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","1","1","1","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0"
"678",89.83,"t","b","ai","a","c","l","h","0","0","0","1","0","0","1","1","1","1","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","1"
"679",111.66,"at","q","aq","c","c","d","s","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","1","0","0","0","1","0","1","1","0","0","1","0","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","0","0","0","0","1"
"680",114.28,"x","aa","as","d","c","j","s","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0"
"681",93.38,"n","s","as","c","c","j","a","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","1","0","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"682",147.72,"x","i","ae","c","c","g","y","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0","1","1","0","0","0","1","1","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1"
"683",76.81,"az","s","as","c","c","l","h","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"684",115.73,"a","v","k","d","c","j","a","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0"
"685",96,"z","b","ai","a","c","j","q","0","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1"
"686",100.49,"aj","l","as","f","c","d","g","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0"
"687",93.12,"t","b","m","a","c","l","f","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1"
